origin_city_name,dest_city_name,n,distance_km,duration_min,duration_mean,duration_max,price_mean
"Mulhouse, Grand-Est, France","Lyon, Auvergne-Rhône-Alpes, France",68,291.2153144478111,2.9,5.056862745098039,14.75,38.182352941176475
"Bordeaux, Nouvelle-Aquitaine, France","Paris Aéroport Orly, Île-de-France, France",67,490.0987318970251,5.333333333333333,6.2288557213930345,10.0,44.276119402985074
"Nantes, Pays-de-la-Loire, France","Marseille, Provence-Alpes-Côte d'Azur, France",67,695.1545755796569,7.166666666666667,18.958955223880597,38.65,73.20746268656715
"Paris, Île-de-France, France","Roma, Lazio, Italia",67,1104.631469368295,21.25,25.529850746268657,46.75,83.47462686567164
"Paris, Île-de-France, France","Maromme, Normandie, France",65,117.9019971096606,1.3333333333333333,1.9812820512820513,8.683333333333334,12.49076923076923
"Nantes, Pays-de-la-Loire, France","Bordeaux, Nouvelle-Aquitaine, France",65,278.3243620464878,3.3333333333333335,4.176923076923077,20.583333333333332,25.964615384615385
"Toulon, Provence-Alpes-Côte d'Azur, France","Lyon, Auvergne-Rhône-Alpes, France",65,305.7476282928704,2.45,4.869743589743591,11.583333333333334,37.776923076923076
"Vierzon, Centre-Val de Loire, France","Paris, Île-de-France, France",63,182.10827966987816,2.0,5.1153439153439155,26.466666666666665,23.377777777777776
"Quimper, Bretagne, France","Béziers, Occitanie, France",63,768.230694459308,8.916666666666666,19.82936507936508,39.983333333333334,118.9857142857143
"Paris, Île-de-France, France","Sallanches, Auvergne-Rhône-Alpes, France",62,456.84116501096713,5.0,9.52016129032258,19.5,39.222580645161294
"Paris, Île-de-France, France","Tourcoing, Hauts-de-France, France",61,216.6856661509697,1.4833333333333334,2.718579234972678,14.333333333333334,26.67049180327869
"Cannes, Provence-Alpes-Côte d'Azur, France","Marseille, Provence-Alpes-Côte d'Azur, France",60,135.62394216850592,1.8333333333333333,4.206388888888889,24.95,24.591666666666665
"Bordeaux, Nouvelle-Aquitaine, France","Montpellier, Occitanie, France",59,383.12177085798396,4.666666666666667,7.828531073446327,28.5,39.70169491525424
"Bordeaux, Nouvelle-Aquitaine, France","Caen, Normandie, France",59,483.20941909170364,4.916666666666667,9.48728813559322,27.083333333333332,48.706779661016945
"Lourdes, Occitanie, France","Paris, Île-de-France, France",59,665.23539809402,5.35,10.393785310734463,36.083333333333336,92.15254237288136
